parcel_id,la_case_id,village_name,tehsil,district,state,area_ha,land_use_type,soil_class,irrigation_status,market_value_per_ha_inr,compensation_rate_per_ha_inr,latitude,longitude,project_id,case_number,notification_date,larr_applicable,acquisition_purpose,total_area_ha,no_of_families_affected,rural_urban_mix,consent_required,consent_percentage,status,expected_possession_date,actual_possession_date,delay_days,project_name,project_type,sector,implementing_agency,total_land_required_ha,total_estimated_cost_cr,project_start_date,expected_completion_date,stakeholder_count,total_area_owned_ha,total_compensation_offered_inr,total_compensation_accepted_inr,objections_count,litigation_count,consent_count,milestone_count,first_milestone_date,last_milestone_date,clearance_count,clearance_approved_count,clearance_pending_count,dispute_count,dispute_delay_days,delay_event_count,event_delay_days,area_acres,compensation_to_market_ratio,families_per_ha,compensation_acceptance_ratio,has_dispute,has_delay_events,has_litigation,synthetic_record_id,source_record_id,data_origin,is_synthetic
1011,258,Manapakkam 6,Chennai,Chennai,Tamil Nadu,6.6988472565111925,Residential,Red Soil,Non-Irrigated,45742672.06595377,65334478.13334625,13.064797894134628,80.21862169830129,44,TN/LA/Urban Metro/44/258,2024-05-10,True,Urban Metro Rail,4.605883355539013,41.39007345307811,Mixed,False,,Completed,2025-05-23,2025-12-25,216.0,Metro Line: Chennai 44,Urban Metro,Transport,TIDCO,45.08,8932.832322684499,2024-02-15,2030-02-13,18,26.17,1366997125,1297780590.0,5,2,18,6.0,2024-06-25,2025-12-25,3,2,1,,,3.0,304.0,16.553212035810027,1.4283048012399486,8.986348602011947,0.9493659981179552,0,1,1,ACQ_SYN_000011,1011,synthetic_augmented_from_existing_dataset,1
1873,473,Sriperumbudur 7,Chengalpattu,Chengalpattu,Tamil Nadu,6.1910706288374495,Forest,Loamy,Irrigated,16036169.78654118,19713758.51628422,12.64431513005286,79.93011257613092,79,TN/LA/Highway/79/473,2024-01-08,True,National/State Highway,10.846144230864185,55.119446355144106,Mostly Rural,False,,Consent_Process_End,2025-08-28,,,Bypass Road: Chengalpattu 79,Highway,Transport,TNEB,164.92,1623.5677140888179,2023-09-27,2026-09-26,9,12.52,198600359,144871928.0,3,1,9,4.0,2024-01-19,2024-09-05,2,2,0,,,,,15.298468665367874,1.2293308675759695,5.0819392755532595,0.7294645826899034,0,0,1,ACQ_SYN_000012,1873,synthetic_augmented_from_existing_dataset,1
1412,360,Siruseri 9,Cuddalore,Cuddalore,Tamil Nadu,12.404144907581184,Agricultural,Loamy,Irrigated,7605517.868593659,10551517.703205986,11.806946873786632,79.64130746323238,61,TN/LA/Railway/61/360,2024-12-23,True,Railway Corridor,31.488967271938748,257.9765763254119,Mixed,False,,Possession Taken,2026-04-22,2026-04-23,1.0,Freight Corridor: Cuddalore 61,Railway,Transport,Chennai Metro Rail Ltd,145.84,2091.1542697856785,2024-11-13,2029-11-12,19,31.62,541968372,361733061.0,4,2,19,5.0,2025-02-04,2026-04-23,1,0,1,,,,,30.65130953367058,1.3873503271588623,8.192602002394233,0.667443119725075,0,0,1,ACQ_SYN_000013,1412,synthetic_augmented_from_existing_dataset,1
1461,372,Oragadam 20,Coimbatore,Coimbatore,Tamil Nadu,8.769293701827644,Coastal,Saline,Non-Irrigated,19059042.52469376,20426471.898377668,10.958891202896888,77.02868109516011,64,TN/LA/Railway/64/372,2024-12-12,True,Railway Corridor,40.35146176484646,343.2653137428559,Mixed,False,,Possession Taken,2026-12-01,2026-12-23,22.0,Rail Link: Coimbatore 64,Railway,Transport,Chennai Metro Rail Ltd,189.19,1401.5423898954937,2024-06-16,2029-06-15,10,9.81,131017287,54927192.0,2,2,10,6.0,2025-01-19,2026-12-23,1,0,1,,,,,21.669396612910205,1.0717470130995408,8.506886708176284,0.4192362188052329,0,0,1,ACQ_SYN_000014,1461,synthetic_augmented_from_existing_dataset,1
1377,352,Samayapuram 14,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,15.553282164484092,Barren,Sandy,Partly Irrigated,11972831.03622041,14715787.532883773,10.753314487649044,78.69887467190959,60,TN/LA/Industrial/60/352,2023-12-22,True,Industrial/SEZ,32.02423133872395,155.2049175853893,Mostly Rural,True,77.4,Litigated,2026-04-05,,,Industrial Park: Tiruchirappalli 60,Industrial,Manufacturing,V.O. Chidambaranar Port,427.16,21274.94476349132,2023-08-14,2028-08-12,15,18.05,289494365,121617541.0,5,0,9,8.0,2024-02-11,2025-06-19,3,3,0,,,,,38.43299715055346,1.2290984052447849,4.846483774856894,0.4201033101283336,0,0,0,ACQ_SYN_000015,1377,synthetic_augmented_from_existing_dataset,1
1509,383,Ayappan Pattinam 5,Cuddalore,Cuddalore,Tamil Nadu,10.52378003102863,Industrial,Sandy,Partly Irrigated,7364672.926058758,8525751.019807698,11.805920714111359,79.62471497680107,65,TN/LA/Urban Housing/65/383,2021-01-27,True,Affordable Housing,7.832938197249689,144.57427824009,Mixed,True,87.8,Possession Taken,2022-09-21,2022-08-03,-49.0,Affordable Housing: Cuddalore 65,Urban Housing,Housing,CMDA,36.25,241.2553137187829,2020-12-07,2025-12-06,10,10.64,127017187,61857353.0,3,0,7,,,,2,2,0,,,2.0,123.0,26.004826741275217,1.157655079241964,18.45722187503702,0.4869998656166114,0,1,0,ACQ_SYN_000016,1509,synthetic_augmented_from_existing_dataset,1
985,251,Karanai 18,Madurai,Madurai,Tamil Nadu,7.1586278393568845,Forest,Alluvial,Irrigated,12421792.989457278,15767001.960652733,9.958251753277876,78.07547699660947,43,TN/LA/Industrial/43/251,2022-04-01,True,Industrial/SEZ,77.41583351589573,612.6483238515381,Mixed,True,84.3,Completed,2023-04-10,2023-09-10,153.0,Industrial Park: Madurai 43,Industrial,Manufacturing,Tamil Nadu Highways,381.95,16992.97298549331,2022-02-27,2026-02-26,8,4.82,64494791,64494791.0,0,0,8,8.0,2022-05-06,2023-09-10,2,2,0,1.0,0.0,,,17.689354596814898,1.269301619664297,7.913734129410924,1.0,1,0,0,ACQ_SYN_000017,985,synthetic_augmented_from_existing_dataset,1
246,63,Siruseri 1,Vellore,Vellore,Tamil Nadu,3.349387408061476,Coastal,Sandy,Non-Irrigated,7003351.491532109,8370349.402386861,12.933885417228588,79.13173019598234,10,TN/LA/Urban Housing/10/63,2020-06-10,True,Affordable Housing,8.12895959171685,127.01029805271813,Mixed,False,,Award_Declared,2022-03-02,,,Slum Rehabilitation: Vellore 10,Urban Housing,Housing,TNHB,50.57,189.73877560324775,2020-02-05,2024-02-04,16,35.97,620264950,526615157.0,3,1,16,6.0,2020-07-28,2021-11-21,3,2,1,,,,,8.276516515856335,1.1951919609500703,15.624422365457145,0.8490164678819914,0,0,1,ACQ_SYN_000018,246,synthetic_augmented_from_existing_dataset,1
1612,406,Siruseri 1,Chennai,Chennai,Tamil Nadu,15.566378819025878,Residential,Red Soil,Irrigated,30430698.91365712,38403854.88587146,13.072850891031496,80.2670216432753,68,TN/LA/IT Corridor/68/406,2023-10-23,True,IT/Tech Corridor,30.44563842626878,333.6481858781831,Mixed,True,93.1,Initiated,2026-03-09,,,Tech Park: Chennai 68,IT Corridor,IT/Services,Tamil Nadu Highways,164.81,1600.3675453588621,2023-06-06,2026-06-05,14,9.64,543724557,362064327.0,2,1,12,6.0,2023-12-14,2025-03-08,1,1,0,,,,,38.465359688657195,1.2620102809612446,10.958817194331138,0.66589658741494,0,0,1,ACQ_SYN_000019,1612,synthetic_augmented_from_existing_dataset,1
865,221,Kallikudi 14,Erode,Erode,Tamil Nadu,23.96620081840015,Industrial,Urban Fill,Partly Irrigated,65283546.45818761,76829046.6013404,11.379263789806775,77.74388590419062,37,TN/LA/Urban Housing/37/221,2022-05-19,False,Affordable Housing,6.575628988032401,85.73700037982823,Mostly Urban,True,65.7,Litigated,2023-09-07,,,Slum Rehabilitation: Erode 37,Urban Housing,Housing,V.O. Chidambaranar Port,60.77,537.2933966056131,2022-01-04,2027-01-03,9,13.33,706551629,222949367.0,4,1,3,5.0,2022-07-05,2023-08-11,1,1,0,,,3.0,315.0,59.22177184353281,1.1768516076335922,13.038600647309783,0.3155457546896407,0,1,1,ACQ_SYN_000020,865,synthetic_augmented_from_existing_dataset,1
961,246,Manapakkam 12,Karur,Karur,Tamil Nadu,18.86784809773528,Industrial,Alluvial,Non-Irrigated,48336187.90169962,56647078.99128468,10.980819365376096,78.05040929331949,42,TN/LA/Port/42/246,2023-01-22,True,Port/Coastal Infrastructure,44.54667258190977,396.1174595478985,Mostly Urban,False,,Completed,2024-02-14,2024-07-22,159.0,New Terminal: Karur 42,Port,Transport,Chennai Metro Rail Ltd,185.98,1758.4755991650966,2022-08-15,2028-08-13,18,19.2,1009575646,858518706.0,3,2,18,7.0,2023-03-04,2024-07-22,3,3,0,,,,,46.623467928410015,1.1719393160769478,8.892189620213301,0.850375808292824,0,0,1,ACQ_SYN_000021,961,synthetic_augmented_from_existing_dataset,1
712,183,Sholinganallur 15,Krishnagiri,Krishnagiri,Tamil Nadu,12.41569949521044,Barren,Saline,Partly Irrigated,56132221.048860714,64942073.87097037,12.512450604154234,78.23650531902436,29,TN/LA/Port/29/183,2023-03-20,True,Port/Coastal Infrastructure,5.2752881244045975,44.74238233133194,Mostly Urban,False,,Award_Declared,2024-11-02,,,Port Expansion: Krishnagiri 29,Port,Transport,SIPCOT,101.56,2128.3045001419687,2022-11-04,2026-11-03,17,22.24,1170283509,1141371900.0,0,0,17,5.0,2023-05-05,2024-03-20,1,1,0,,,1.0,40.0,30.679861541454834,1.15694823147014,8.48150494839215,0.9752952094277524,0,1,0,ACQ_SYN_000022,712,synthetic_augmented_from_existing_dataset,1
351,90,Nandambakkam 4,Tirunelveli,Tirunelveli,Tamil Nadu,8.84989254678205,Residential,Red Soil,Partly Irrigated,8813745.174155299,11920784.176444048,8.6587458289034,77.7409235729112,14,TN/LA/Highway/14/90,2022-04-13,True,National/State Highway,80.01879005418473,478.81234163609406,Mostly Rural,False,,Objections_Received,2023-04-17,,,NH Upgrade: Tirunelveli 14,Highway,Transport,Tamil Nadu Highways,317.25,3099.203840326991,2022-04-02,2026-04-01,16,20.25,315738134,213411178.0,3,1,16,3.0,2022-04-24,2022-12-24,1,0,1,1.0,0.0,3.0,264.0,21.868560695816385,1.3525219916046103,5.983748833391085,0.6759119505026276,1,1,1,ACQ_SYN_000023,351,synthetic_augmented_from_existing_dataset,1
1779,451,Neelambur 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,21.359128110572097,Coastal,Black Cotton,Non-Irrigated,39534318.34993448,54202211.04764311,10.79410761971769,78.62851306301323,75,TN/LA/Port/75/451,2021-02-19,True,Port/Coastal Infrastructure,44.52619591839844,471.8901685638063,Mostly Urban,False,,Objections_Received,2022-09-25,,,New Terminal: Tiruchirappalli 75,Port,Transport,District Collector,200.09,1871.5054012231474,2020-10-02,2026-10-01,16,25.08,1189466201,698488674.0,2,0,16,3.0,2021-04-07,2021-10-02,1,0,1,1.0,65.0,3.0,146.0,52.77955489590728,1.3710167092771675,10.598034681171113,0.5872286857859192,1,1,0,ACQ_SYN_000024,1779,synthetic_augmented_from_existing_dataset,1
1500,381,Oragadam 8,Cuddalore,Cuddalore,Tamil Nadu,22.5648664623291,Residential,Red Soil,Partly Irrigated,51955357.89874424,55514618.658010244,11.755403536495832,79.69355346257298,65,TN/LA/Urban Housing/65/381,2021-04-14,True,Affordable Housing,6.490321999133855,109.96222851460469,Mostly Urban,True,76.2,Completed,2023-04-11,2023-05-13,32.0,Affordable Housing: Cuddalore 65,Urban Housing,Housing,CMDA,36.25,248.9799848446332,2020-12-07,2025-12-06,11,23.1,1181571074,923024268.0,4,1,6,7.0,2021-06-02,2023-05-13,1,1,0,,,,,55.75899924387954,1.0685061349438232,16.942491994893217,0.7811838731590344,0,0,1,ACQ_SYN_000025,1500,synthetic_augmented_from_existing_dataset,1
1236,315,Pudur 12,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,3.7528504779416645,Residential,Saline,Non-Irrigated,65067320.62039355,74880528.34594141,10.839298684691911,78.71849231655801,54,TN/LA/Urban Housing/54/315,2022-03-10,True,Affordable Housing,8.248548864579158,98.46415754601594,Mostly Urban,True,91.3,Initiated,2024-06-22,,,Affordable Housing: Tiruchirappalli 54,Urban Housing,Housing,District Collector,65.12,501.03726261609654,2022-02-16,2025-02-15,18,16.53,903805368,525672651.0,3,1,12,5.0,2022-03-24,2023-03-18,1,0,1,,,,,9.273495471878071,1.15081622590238,11.937149086773289,0.5816215189817284,0,0,1,ACQ_SYN_000026,1236,synthetic_augmented_from_existing_dataset,1
773,198,Sholinganallur 15,Kancheepuram,Kancheepuram,Tamil Nadu,23.513224153805666,Commercial,Urban Fill,Partly Irrigated,9425783.151059091,10907553.512694519,12.801321148412008,79.70251811438949,33,TN/LA/Power/33/198,2020-07-03,True,Power Project,32.85121323826274,252.16965578653802,Mixed,False,,Award_Declared,2021-08-12,,,Thermal Power Expansion: Kancheepuram 33,Power,Energy,TIDCO,384.96,5502.20973914979,2020-06-07,2024-06-06,16,25.03,381343749,246255887.0,3,1,16,6.0,2020-08-26,2021-09-27,3,2,1,1.0,156.0,,,58.102442130645514,1.1572039519569188,7.676113937028934,0.6457582893275642,1,0,1,ACQ_SYN_000027,773,synthetic_augmented_from_existing_dataset,1
1579,400,Thogamalai 20,Salem,Salem,Tamil Nadu,6.127551286451279,Commercial,Saline,Partly Irrigated,33946036.47175538,31396952.173400145,11.69766998001832,78.16668589250983,67,TN/LA/Urban Metro/67/400,2021-09-16,True,Urban Metro Rail,16.32454224751372,270.0808219719288,Mostly Urban,False,,Possession Taken,2022-09-24,2023-05-10,228.0,Metro Line: Salem 67,Urban Metro,Transport,CMDA,73.25,7131.641984524723,2021-05-02,2024-05-01,8,6.2700000000000005,352598606,288242036.0,1,1,8,7.0,2021-10-30,2023-05-10,3,2,1,2.0,152.0,,,15.141508952355833,0.924907748788988,16.544465252191863,0.8174792273569,1,0,1,ACQ_SYN_000028,1579,synthetic_augmented_from_existing_dataset,1
1047,267,Manapakkam 8,Erode,Erode,Tamil Nadu,24.312160268076482,Coastal,Loamy,Irrigated,13858201.957082031,18076003.31646102,11.39067359184746,77.677322271922,45,TN/LA/Power/45/267,2020-04-27,True,Power Project,78.47645895638732,338.9537110354248,Mixed,False,,Objections_Received,2021-03-02,,,Wind Park: Erode 45,Power,Energy,TNEB,346.39,4508.004722548145,2020-02-25,2026-02-23,19,18.7,282294658,148109941.0,7,3,19,4.0,2020-05-12,2021-06-19,3,3,0,,,2.0,301.0,60.07665625976101,1.3043541559317182,4.319176929527308,0.5246643420365397,0,1,1,ACQ_SYN_000029,1047,synthetic_augmented_from_existing_dataset,1
851,217,Oragadam 8,Coimbatore,Coimbatore,Tamil Nadu,7.639536073911006,Commercial,Alluvial,Partly Irrigated,11570843.05713163,13398838.34693129,11.022164070883463,76.94355727496345,36,TN/LA/Urban Housing/36/217,2023-08-29,True,Affordable Housing,2.0067558825770297,32.27594480733765,Mostly Rural,False,,Possession Taken,2024-12-09,2025-08-19,253.0,Slum Rehabilitation: Coimbatore 36,Urban Housing,Housing,Chennai Metro Rail Ltd,33.38,438.6724857775106,2023-06-09,2026-06-08,11,19.41,345390494,84517449.0,3,1,11,6.0,2023-09-22,2025-08-19,3,3,0,,,,,18.87770472207023,1.1579828955222917,16.08364280257628,0.2447011439753174,0,0,1,ACQ_SYN_000030,851,synthetic_augmented_from_existing_dataset,1
865,221,Kallikudi 14,Erode,Erode,Tamil Nadu,22.65194956494143,Industrial,Urban Fill,Partly Irrigated,63539242.732692055,78907357.90011518,11.378195319489016,77.73479531531979,37,TN/LA/Urban Housing/37/221,2022-05-19,False,Affordable Housing,6.522317184440782,83.57247792146407,Mostly Urban,True,65.7,Litigated,2023-09-07,,,Slum Rehabilitation: Erode 37,Urban Housing,Housing,V.O. Chidambaranar Port,60.77,526.2928639050455,2022-01-04,2027-01-03,9,13.33,706551629,222949367.0,4,1,3,5.0,2022-07-05,2023-08-11,1,1,0,,,3.0,315.0,55.97418627637636,1.2418680882313373,12.813310907483796,0.3155457546896407,0,1,1,ACQ_SYN_000031,865,synthetic_augmented_from_existing_dataset,1
437,115,Padur 15,Vellore,Vellore,Tamil Nadu,21.33426777168696,Commercial,Urban Fill,Non-Irrigated,13517212.338547781,18080979.885733485,12.911983312711293,79.19152827117851,19,TN/LA/Urban Metro/19/115,2024-12-14,True,Urban Metro Rail,20.880264849588563,299.97211460478417,Mostly Rural,False,,Possession Taken,2026-09-20,2026-10-06,16.0,Metro Line: Vellore 19,Urban Metro,Transport,V.O. Chidambaranar Port,119.57,8247.077333996458,2024-08-08,2030-08-07,15,21.16,280168594,98148382.0,4,2,15,7.0,2025-01-22,2026-10-06,1,1,0,2.0,174.0,2.0,123.0,52.71812366078727,1.3376263857430837,14.366298357115665,0.3503190011368655,1,1,1,ACQ_SYN_000032,437,synthetic_augmented_from_existing_dataset,1
177,44,Neelambur 6,Cuddalore,Cuddalore,Tamil Nadu,9.007533780055837,Barren,Saline,Partly Irrigated,20005721.933169562,24380981.115488466,11.727344991846198,79.60128232984857,7,TN/LA/Urban Metro/7/44,2024-07-11,True,Urban Metro Rail,14.660443542980513,178.84025637861527,Mostly Rural,False,,Possession Taken,2026-09-04,2027-06-06,275.0,Metro Line: Cuddalore 7,Urban Metro,Transport,TIDCO,81.74,9547.820971388563,2024-04-22,2029-04-21,16,24.08,363588181,292458351.0,3,2,16,6.0,2024-09-05,2027-06-06,1,1,0,,,3.0,235.0,22.25810066591068,1.2187003896652542,12.198829854929238,0.8043670456933802,0,1,1,ACQ_SYN_000033,177,synthetic_augmented_from_existing_dataset,1
1065,272,Perungalathur 1,Dharmapuri,Dharmapuri,Tamil Nadu,13.03485839831837,Residential,Alluvial,Non-Irrigated,15796580.556223854,19939048.755433433,12.12296465677521,78.15755293588235,46,TN/LA/IT Corridor/46/272,2023-06-15,True,IT/Tech Corridor,9.598509746003712,112.68353350714884,Mostly Rural,False,,Award_Declared,2024-09-16,,,Tech Park: Dharmapuri 46,IT Corridor,IT/Services,NHAI,99.84,2713.2838156431453,2023-03-26,2029-03-24,9,9.51,116768561,53447041.0,1,0,9,4.0,2023-08-04,2024-10-31,3,2,1,2.0,181.0,3.0,52.0,32.209836507975105,1.2622382853343184,11.739690482063011,0.4577177327722656,1,1,0,ACQ_SYN_000034,1065,synthetic_augmented_from_existing_dataset,1
1704,429,Samayapuram 20,Salem,Salem,Tamil Nadu,9.120620303614576,Industrial,Sandy,Non-Irrigated,46690327.07799491,55277404.80242486,11.640406867826783,78.17292449645319,72,TN/LA/Industrial/72/429,2023-12-07,True,Industrial/SEZ,76.16342474171715,600.6650810735186,Mostly Urban,True,76.6,Possession Taken,2025-11-26,2026-04-21,146.0,Industrial Park: Salem 72,Industrial,Manufacturing,TNHB,398.4,4761.101254630837,2023-08-23,2029-08-21,17,21.09,1175096217,866124945.0,2,1,14,8.0,2024-02-05,2026-04-21,3,2,1,2.0,100.0,3.0,0.0,22.537543550810152,1.1839155615698616,7.886529303408741,0.7370672566806502,1,1,1,ACQ_SYN_000035,1704,synthetic_augmented_from_existing_dataset,1
